tbl;Year;quarter;citymarketid_1;citymarketid_2;city1_id;city2_id;airportid_1;airportid_2;nsmiles;passengers;fare;carrier_lg_id;large_ms;fare_lg;carrier_low_id;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;3;30194;33667;25;69;11298;13931;1212;321;22484;2;8736;22189;2;8736;22189;202131129813931DFWORF;;
Table1a;2021;3;30194;33667;25;69;11298;14098;1212;10;27336;2;9778;27566;2;9778;27566;202131129814098DFWPHF;;
Table1a;2021;3;30194;33728;25;75;11259;14193;604;156;13121;12;9748;13028;12;9748;13028;202131125914193DALPNS;;
Table1a;2021;3;30194;33728;25;75;11298;14193;604;290;14756;2;8428;15598;9;1050;7265;202131129814193DFWPNS;;
Table1a;2021;3;30194;34027;25;108;11259;14027;1102;7;26003;5;5909;27226;12;4091;24237;202131125914027DALPBI;;
Table1a;2021;3;30194;34027;25;108;11298;14027;1102;183;25056;2;9200;25077;2;9200;25077;202131129814027DFWPBI;;
Table1a;2021;3;30194;34057;25;80;11259;14057;1626;189;21543;12;5192;22595;3;4388;20554;202131125914057DALPDX;;
Table1a;2021;3;30194;34057;25;80;11298;14057;1626;601;22764;2;5627;24937;3;3280;19676;202131129814057DFWPDX;;
Table1a;2021;3;30194;34100;25;76;11259;14100;1303;69;20550;12;7598;21181;5;2386;18558;202131125914100DALPHL;;
Table1a;2021;3;30194;34100;25;76;11298;14100;1303;1200;20937;2;8797;21986;6;600;9064;202131129814100DFWPHL;;
Table1a;2021;3;30194;34492;25;82;11259;14492;1061;101;21110;12;9194;20507;12;9194;20507;202131125914492DALRDU;;
Table1a;2021;3;30194;34492;25;82;11298;14492;1061;491;22740;2;9203;22682;11;151;22632;202131129814492DFWRDU;;
Table1a;2021;3;30194;34524;25;84;11259;14524;1158;32;21548;12;8013;20769;12;8013;20769;202131125914524DALRIC;;
Table1a;2021;3;30194;34524;25;84;11298;14524;1158;265;23987;2;8996;24012;9;107;10465;202131129814524DFWRIC;;
Table1a;2021;3;30194;34570;25;83;11259;14570;1356;79;22376;12;9848;22458;3;110;17525;202131125914570DALRNO;;
Table1a;2021;3;30194;34570;25;83;11298;14570;1356;237;24835;2;9161;24860;11;243;23715;202131129814570DFWRNO;;
Table1a;2021;3;30194;34614;25;87;11259;14869;999;197;14894;12;9945;14891;12;9945;14891;202131125914869DALSLC;;
Table1a;2021;3;30194;34614;25;87;11298;14869;999;1008;16829;5;5006;16035;5;5006;16035;202131129814869DFWSLC;;
Table1a;2021;3;30194;34653;25;105;11259;15370;238;79;14757;12;10000;14757;12;10000;14757;202131125915370DALTUL;;
Table1a;2021;3;30194;34653;25;105;11298;15370;238;122;15537;2;9964;15529;2;9964;15529;202131129815370DFWTUL;;
Table1a;2021;3;30194;34685;25;94;11259;14685;925;76;17683;12;9258;17482;12;9258;17482;202131125914685DALSAV;;
Table1a;2021;3;30194;34685;25;94;11298;14685;925;175;19121;2;9002;18773;2;9002;18773;202131129814685DFWSAV;;
Table1a;2021;3;30194;35412;25;48;11259;15412;771;2;26715;5;10000;26715;5;10000;26715;202131125915412DALTYS;;
Table1a;2021;3;30194;35412;25;48;11298;15412;771;192;26834;2;9060;26755;11;164;24793;202131129815412DFWTYS;;
Table1a;2021;3;30198;32457;78;90;14122;13796;2254;45;29778;12;8696;31075;9;676;17857;202131412213796PITOAK;;
Table1a;2021;3;30198;32457;78;90;14122;14771;2254;230;36178;11;3694;39682;2;2455;35797;202131412214771PITSFO;;
Table1a;2021;3;30198;32457;78;90;14122;14831;2254;70;32169;12;5062;29843;12;5062;29843;202131412214831PITSJC;;
Table1a;2021;3;30198;33195;78;102;14122;14112;878;80;9003;7;10000;9003;7;10000;9003;202131412214112PITPIE;;
Table1a;2021;3;30198;33195;78;102;14122;15304;878;532;16399;12;6272;17772;9;1428;7524;202131412215304PITTPA;;
Table1a;2021;3;30255;30852;40;107;12217;10821;641;37;27079;5;6297;27246;2;3324;26904;202131221710821HSVBWI;;
Table1a;2021;3;30255;30852;40;107;12217;11278;641;129;27403;2;9129;26793;2;9129;26793;202131221711278HSVDCA;;
Table1a;2021;3;30255;30852;40;107;12217;12264;641;76;24429;11;8845;23181;11;8845;23181;202131221712264HSVIAD;;
Table1a;2021;3;30257;30852;1;107;10257;10821;325;129;17361;12;9992;17370;12;9992;17370;202131025710821ALBBWI;;
Table1a;2021;3;30257;30852;1;107;10257;11278;325;83;21015;2;9882;20967;2;9882;20967;202131025711278ALBDCA;;
Table1a;2021;3;30257;30852;1;107;10257;12264;325;46;21655;11;9930;21670;11;9930;21670;202131025712264ALBIAD;;
Table1a;2021;3;30257;30977;1;19;10257;13232;723;108;19216;12;9940;19131;12;9940;19131;202131025713232ALBMDW;;
Table1a;2021;3;30257;30977;1;19;10257;13930;723;205;24240;11;6433;23451;11;6433;23451;202131025713930ALBORD;;
Table1a;2021;3;30257;32467;1;58;10257;11697;1225;272;18060;4;7990;17450;4;7990;17450;202131025711697ALBFLL;;
Table1a;2021;3;30257;32467;1;58;10257;13303;1225;34;22944;2;5237;23662;12;2650;18600;202131025713303ALBMIA;;
Table1a;2021;3;30257;32575;1;51;10257;10800;2468;9;30806;12;8929;30496;11;238;18300;202131025710800ALBBUR;;
Table1a;2021;3;30257;32575;1;51;10257;12892;2468;142;40071;2;3057;40444;12;1816;33363;202131025712892ALBLAX;;
Table1a;2021;3;30257;32575;1;51;10257;12954;2468;4;28946;12;9444;28781;12;9444;28781;202131025712954ALBLGB;;
Table1a;2021;3;30257;32575;1;51;10257;13891;2468;16;31785;12;4133;27920;6;1067;15231;202131025713891ALBONT;;
Table1a;2021;3;30257;32575;1;51;10257;14908;2468;29;39180;11;2890;41184;12;2662;33676;202131025714908ALBSNA;;
Table1a;2021;3;30257;33195;1;102;10257;14112;1138;84;9344;7;10000;9344;7;10000;9344;202131025714112ALBPIE;;
Table1a;2021;3;30257;33195;1;102;10257;15304;1138;149;22211;12;6380;20436;12;6380;20436;202131025715304ALBTPA;;
Table1a;2021;3;30279;30194;4;25;10279;11259;323;118;13630;12;9954;13624;12;9954;13624;202131027911259AMADAL;;
Table1a;2021;3;30279;30194;4;25;10279;11298;323;114;15157;2;9876;15138;2;9876;15138;202131027911298AMADFW;;
Table1a;2021;3;30325;30466;26;77;11292;14107;602;2449;12862;12;5098;13345;2;2062;12114;202131129214107DENPHX;;
Table1a;2021;3;30325;30852;26;107;11292;10821;1491;1173;20147;12;6633;20925;12;6633;20925;202131129210821DENBWI;;
Table1a;2021;3;30325;30852;26;107;11292;11278;1491;759;17494;6;5729;11445;6;5729;11445;202131129211278DENDCA;;
Table1a;2021;3;30325;30852;26;107;11292;12264;1491;1091;23496;11;7092;25491;12;2702;17810;202131129212264DENIAD;;
Table1a;2021;3;30325;31453;26;39;11292;12191;883;770;13833;12;9883;13765;12;9883;13765;202131129212191DENHOU;;
Table1a;2021;3;30325;31453;26;39;11292;12266;883;1575;15029;11;6643;17165;12;1952;11909;202131129212266DENIAH;;
Table1a;2021;3;30325;31703;26;68;11292;11618;1659;1266;29426;11;9397;29856;9;119;9454;202131129211618DENEWR;;
Table1a;2021;3;30325;31703;26;68;11292;12197;1659;15;30289;2;5070;30976;5;3380;28009;202131129212197DENHPN;;
